"month","animal","state","count"
1979 May,"Calves","Northern Territory",100
1979 Jun,"Calves","Northern Territory",200
1979 Jul,"Calves","Northern Territory",400
1979 Aug,"Calves","Northern Territory",200
1979 Sep,"Calves","Northern Territory",400
1979 Oct,"Calves","Northern Territory",200
1979 Nov,"Calves","Northern Territory",200
1979 Dec,"Calves","Northern Territory",0
1980 Jan,"Calves","Northern Territory",0
1980 Feb,"Calves","Northern Territory",100
1980 Mar,"Calves","Northern Territory",0
1980 Apr,"Calves","Northern Territory",100
1980 May,"Calves","Northern Territory",0
1980 Jun,"Calves","Northern Territory",500
1980 Jul,"Calves","Northern Territory",200
1980 Aug,"Calves","Northern Territory",100
1980 Sep,"Calves","Northern Territory",100
1980 Oct,"Calves","Northern Territory",200
1980 Nov,"Calves","Northern Territory",100
1980 Dec,"Calves","Northern Territory",0
1981 Jan,"Calves","Northern Territory",0
1981 Feb,"Calves","Northern Territory",0
1981 Mar,"Calves","Northern Territory",100
1981 Apr,"Calves","Northern Territory",0
1981 May,"Calves","Northern Territory",100
1981 Jun,"Calves","Northern Territory",200
1981 Jul,"Calves","Northern Territory",100
1981 Aug,"Calves","Northern Territory",0
1981 Sep,"Calves","Northern Territory",0
1981 Oct,"Calves","Northern Territory",0
1981 Nov,"Calves","Northern Territory",100
1981 Dec,"Calves","Northern Territory",0
1982 Jan,"Calves","Northern Territory",0
1982 Feb,"Calves","Northern Territory",0
1982 Mar,"Calves","Northern Territory",0
1982 Apr,"Calves","Northern Territory",0
1982 May,"Calves","Northern Territory",200
1982 Jun,"Calves","Northern Territory",100
1982 Jul,"Calves","Northern Territory",100
1982 Aug,"Calves","Northern Territory",200
1982 Sep,"Calves","Northern Territory",200
1982 Oct,"Calves","Northern Territory",100
1982 Nov,"Calves","Northern Territory",300
1982 Dec,"Calves","Northern Territory",200
1983 Jan,"Calves","Northern Territory",0
1983 Feb,"Calves","Northern Territory",0
1983 Mar,"Calves","Northern Territory",100
1983 Apr,"Calves","Northern Territory",100
1983 May,"Calves","Northern Territory",100
1983 Jun,"Calves","Northern Territory",200
1983 Jul,"Calves","Northern Territory",500
1983 Aug,"Calves","Northern Territory",300
1983 Sep,"Calves","Northern Territory",200
1983 Oct,"Calves","Northern Territory",100
1983 Nov,"Calves","Northern Territory",100
1983 Dec,"Calves","Northern Territory",0
1984 Jan,"Calves","Northern Territory",0
1984 Feb,"Calves","Northern Territory",0
1984 Mar,"Calves","Northern Territory",0
1984 Apr,"Calves","Northern Territory",100
1984 May,"Calves","Northern Territory",100
1984 Jun,"Calves","Northern Territory",100
1984 Jul,"Calves","Northern Territory",100
1984 Aug,"Calves","Northern Territory",100
1984 Sep,"Calves","Northern Territory",400
1984 Oct,"Calves","Northern Territory",100
1984 Nov,"Calves","Northern Territory",100
1984 Dec,"Calves","Northern Territory",0
1985 Jan,"Calves","Northern Territory",0
1985 Feb,"Calves","Northern Territory",0
1985 Mar,"Calves","Northern Territory",100
1985 Apr,"Calves","Northern Territory",100
1985 May,"Calves","Northern Territory",300
1985 Jun,"Calves","Northern Territory",100
1985 Jul,"Calves","Northern Territory",100
1985 Aug,"Calves","Northern Territory",100
1985 Sep,"Calves","Northern Territory",200
1985 Oct,"Calves","Northern Territory",200
1985 Nov,"Calves","Northern Territory",0
1985 Dec,"Calves","Northern Territory",100
1986 Jan,"Calves","Northern Territory",100
1986 Feb,"Calves","Northern Territory",100
1986 Mar,"Calves","Northern Territory",200
1986 Apr,"Calves","Northern Territory",200
1986 May,"Calves","Northern Territory",100
1986 Jun,"Calves","Northern Territory",200
1986 Jul,"Calves","Northern Territory",300
1986 Aug,"Calves","Northern Territory",200
1986 Sep,"Calves","Northern Territory",200
1986 Oct,"Calves","Northern Territory",200
1986 Nov,"Calves","Northern Territory",200
1986 Dec,"Calves","Northern Territory",100
1987 Jan,"Calves","Northern Territory",100
1987 Feb,"Calves","Northern Territory",0
1987 Mar,"Calves","Northern Territory",0
1987 Apr,"Calves","Northern Territory",0
1987 May,"Calves","Northern Territory",100
1987 Jun,"Calves","Northern Territory",0
1987 Jul,"Calves","Northern Territory",0
1987 Aug,"Calves","Northern Territory",0
1987 Sep,"Calves","Northern Territory",100
1987 Oct,"Calves","Northern Territory",0
1987 Nov,"Calves","Northern Territory",0
1987 Dec,"Calves","Northern Territory",0
1988 Jan,"Calves","Northern Territory",0
1988 Feb,"Calves","Northern Territory",200
1988 Mar,"Calves","Northern Territory",100
1988 Apr,"Calves","Northern Territory",100
1988 May,"Calves","Northern Territory",600
1988 Jun,"Calves","Northern Territory",200
1988 Jul,"Calves","Northern Territory",300
1988 Aug,"Calves","Northern Territory",400
1988 Sep,"Calves","Northern Territory",300
1988 Oct,"Calves","Northern Territory",200
1988 Nov,"Calves","Northern Territory",100
1988 Dec,"Calves","Northern Territory",0
1989 Jan,"Calves","Northern Territory",0
1989 Feb,"Calves","Northern Territory",0
1989 Mar,"Calves","Northern Territory",0
1989 Apr,"Calves","Northern Territory",0
1989 May,"Calves","Northern Territory",100
1989 Jun,"Calves","Northern Territory",100
1989 Jul,"Calves","Northern Territory",200
1989 Aug,"Calves","Northern Territory",300
1989 Sep,"Calves","Northern Territory",300
1989 Oct,"Calves","Northern Territory",500
1989 Nov,"Calves","Northern Territory",400
1989 Dec,"Calves","Northern Territory",0
1990 Jan,"Calves","Northern Territory",0
1990 Feb,"Calves","Northern Territory",0
1990 Mar,"Calves","Northern Territory",0
1990 Apr,"Calves","Northern Territory",500
1990 May,"Calves","Northern Territory",100
1990 Jun,"Calves","Northern Territory",300
1990 Jul,"Calves","Northern Territory",100
1990 Aug,"Calves","Northern Territory",800
1990 Sep,"Calves","Northern Territory",1000
1990 Oct,"Calves","Northern Territory",500
1990 Nov,"Calves","Northern Territory",300
1990 Dec,"Calves","Northern Territory",0
1991 Jan,"Calves","Northern Territory",0
1991 Feb,"Calves","Northern Territory",0
1991 Mar,"Calves","Northern Territory",0
1991 Apr,"Calves","Northern Territory",100
1991 May,"Calves","Northern Territory",200
1991 Jun,"Calves","Northern Territory",300
1991 Jul,"Calves","Northern Territory",0
1991 Aug,"Calves","Northern Territory",0
1991 Sep,"Calves","Northern Territory",0
1991 Oct,"Calves","Northern Territory",0
1991 Nov,"Calves","Northern Territory",0
1991 Dec,"Calves","Northern Territory",0
1992 Jan,"Calves","Northern Territory",0
1992 Feb,"Calves","Northern Territory",0
1992 Mar,"Calves","Northern Territory",0
1992 Apr,"Calves","Northern Territory",0
1992 May,"Calves","Northern Territory",0
1992 Jun,"Calves","Northern Territory",0
1992 Jul,"Calves","Northern Territory",0
1992 Aug,"Calves","Northern Territory",0
1992 Sep,"Calves","Northern Territory",0
1992 Oct,"Calves","Northern Territory",0
1992 Nov,"Calves","Northern Territory",0
1992 Dec,"Calves","Northern Territory",0
1993 Jan,"Calves","Northern Territory",0
1993 Feb,"Calves","Northern Territory",0
1993 Mar,"Calves","Northern Territory",0
1993 Apr,"Calves","Northern Territory",0
1993 May,"Calves","Northern Territory",400
1993 Jun,"Calves","Northern Territory",0
1993 Jul,"Calves","Northern Territory",0
1993 Aug,"Calves","Northern Territory",0
1993 Sep,"Calves","Northern Territory",300
1993 Oct,"Calves","Northern Territory",100
1993 Nov,"Calves","Northern Territory",0
1993 Dec,"Calves","Northern Territory",0
1994 Jan,"Calves","Northern Territory",0
1994 Feb,"Calves","Northern Territory",0
1994 Mar,"Calves","Northern Territory",0
1994 Apr,"Calves","Northern Territory",0
1994 May,"Calves","Northern Territory",0
1994 Jun,"Calves","Northern Territory",0
1994 Jul,"Calves","Northern Territory",0
1994 Aug,"Calves","Northern Territory",0
1994 Sep,"Calves","Northern Territory",0
1994 Oct,"Calves","Northern Territory",0
1994 Nov,"Calves","Northern Territory",0
1994 Dec,"Calves","Northern Territory",0
1995 Jan,"Calves","Northern Territory",0
1995 Feb,"Calves","Northern Territory",0
1995 Mar,"Calves","Northern Territory",0
1995 Apr,"Calves","Northern Territory",0
1995 May,"Calves","Northern Territory",0
1995 Jun,"Calves","Northern Territory",0
1995 Jul,"Calves","Northern Territory",100
1995 Aug,"Calves","Northern Territory",100
1995 Sep,"Calves","Northern Territory",100
1995 Oct,"Calves","Northern Territory",100
1995 Nov,"Calves","Northern Territory",100
1995 Dec,"Calves","Northern Territory",100
1996 Jan,"Calves","Northern Territory",100
1996 Feb,"Calves","Northern Territory",100
1996 Mar,"Calves","Northern Territory",100
1996 Apr,"Calves","Northern Territory",100
1996 May,"Calves","Northern Territory",100
1996 Jun,"Calves","Northern Territory",100
1996 Jul,"Calves","Northern Territory",100
1996 Aug,"Calves","Northern Territory",100
1996 Sep,"Calves","Northern Territory",100
1996 Oct,"Calves","Northern Territory",100
1996 Nov,"Calves","Northern Territory",100
1996 Dec,"Calves","Northern Territory",100
1997 Jan,"Calves","Northern Territory",100
1997 Feb,"Calves","Northern Territory",100
1997 Mar,"Calves","Northern Territory",100
1997 Apr,"Calves","Northern Territory",100
1997 May,"Calves","Northern Territory",100
1997 Jun,"Calves","Northern Territory",100
1997 Jul,"Calves","Northern Territory",100
1997 Aug,"Calves","Northern Territory",100
1997 Sep,"Calves","Northern Territory",100
1997 Oct,"Calves","Northern Territory",100
1997 Nov,"Calves","Northern Territory",100
1997 Dec,"Calves","Northern Territory",100
1998 Jan,"Calves","Northern Territory",100
1998 Feb,"Calves","Northern Territory",100
1998 Mar,"Calves","Northern Territory",100
1998 Apr,"Calves","Northern Territory",100
1998 May,"Calves","Northern Territory",100
1998 Jun,"Calves","Northern Territory",100
1998 Jul,"Calves","Northern Territory",100
1998 Aug,"Calves","Northern Territory",100
1998 Sep,"Calves","Northern Territory",100
1998 Oct,"Calves","Northern Territory",100
1998 Nov,"Calves","Northern Territory",100
1998 Dec,"Calves","Northern Territory",100
1999 Jan,"Calves","Northern Territory",100
1999 Feb,"Calves","Northern Territory",100
1999 Mar,"Calves","Northern Territory",100
1999 Apr,"Calves","Northern Territory",100
1999 May,"Calves","Northern Territory",100
1999 Jun,"Calves","Northern Territory",100
1999 Jul,"Calves","Northern Territory",100
1999 Aug,"Calves","Northern Territory",100
1999 Sep,"Calves","Northern Territory",100
1999 Oct,"Calves","Northern Territory",100
1999 Nov,"Calves","Northern Territory",100
1999 Dec,"Calves","Northern Territory",100
2000 Jan,"Calves","Northern Territory",100
2000 Feb,"Calves","Northern Territory",100
2000 Mar,"Calves","Northern Territory",100
2000 Apr,"Calves","Northern Territory",100
2000 May,"Calves","Northern Territory",100
2000 Jun,"Calves","Northern Territory",100
2000 Jul,"Calves","Northern Territory",100
2000 Aug,"Calves","Northern Territory",100
2000 Sep,"Calves","Northern Territory",100
2000 Oct,"Calves","Northern Territory",100
2000 Nov,"Calves","Northern Territory",100
2000 Dec,"Calves","Northern Territory",100
2001 Jan,"Calves","Northern Territory",100
2001 Feb,"Calves","Northern Territory",100
2001 Mar,"Calves","Northern Territory",100
2001 Apr,"Calves","Northern Territory",100
2001 May,"Calves","Northern Territory",100
2001 Jun,"Calves","Northern Territory",100
2001 Jul,"Calves","Northern Territory",100
2001 Aug,"Calves","Northern Territory",100
2001 Sep,"Calves","Northern Territory",100
2001 Oct,"Calves","Northern Territory",100
2001 Nov,"Calves","Northern Territory",100
2001 Dec,"Calves","Northern Territory",100
2002 Jan,"Calves","Northern Territory",100
2002 Feb,"Calves","Northern Territory",100
2002 Mar,"Calves","Northern Territory",100
2002 Apr,"Calves","Northern Territory",100
2002 May,"Calves","Northern Territory",100
2002 Jun,"Calves","Northern Territory",100
2002 Jul,"Calves","Northern Territory",100
2002 Aug,"Calves","Northern Territory",100
2002 Sep,"Calves","Northern Territory",100
2002 Oct,"Calves","Northern Territory",100
2002 Nov,"Calves","Northern Territory",100
2002 Dec,"Calves","Northern Territory",100
2003 Jan,"Calves","Northern Territory",100
2003 Feb,"Calves","Northern Territory",100
2003 Mar,"Calves","Northern Territory",100
2003 Apr,"Calves","Northern Territory",100
2003 May,"Calves","Northern Territory",100
2003 Jun,"Calves","Northern Territory",100
2003 Jul,"Calves","Northern Territory",100
2003 Aug,"Calves","Northern Territory",100
2003 Sep,"Calves","Northern Territory",100
2003 Oct,"Calves","Northern Territory",100
2003 Nov,"Calves","Northern Territory",100
2003 Dec,"Calves","Northern Territory",100
2004 Jan,"Calves","Northern Territory",100
2004 Feb,"Calves","Northern Territory",100
2004 Mar,"Calves","Northern Territory",100
2004 Apr,"Calves","Northern Territory",100
2004 May,"Calves","Northern Territory",100
2004 Jun,"Calves","Northern Territory",100
2004 Jul,"Calves","Northern Territory",100
2004 Aug,"Calves","Northern Territory",100
2004 Sep,"Calves","Northern Territory",100
2004 Oct,"Calves","Northern Territory",100
2004 Nov,"Calves","Northern Territory",100
2004 Dec,"Calves","Northern Territory",100
2005 Jan,"Calves","Northern Territory",100
2005 Feb,"Calves","Northern Territory",100
2005 Mar,"Calves","Northern Territory",100
2005 Apr,"Calves","Northern Territory",100
2005 May,"Calves","Northern Territory",100
2005 Jun,"Calves","Northern Territory",100
2005 Jul,"Calves","Northern Territory",100
2005 Aug,"Calves","Northern Territory",100
2005 Sep,"Calves","Northern Territory",100
2005 Oct,"Calves","Northern Territory",100
2005 Nov,"Calves","Northern Territory",100
2005 Dec,"Calves","Northern Territory",100
2006 Jan,"Calves","Northern Territory",100
2006 Feb,"Calves","Northern Territory",100
2006 Mar,"Calves","Northern Territory",100
2006 Apr,"Calves","Northern Territory",100
2006 May,"Calves","Northern Territory",100
2006 Jun,"Calves","Northern Territory",100
2006 Jul,"Calves","Northern Territory",100
2006 Aug,"Calves","Northern Territory",100
2006 Sep,"Calves","Northern Territory",100
2006 Oct,"Calves","Northern Territory",100
2006 Nov,"Calves","Northern Territory",100
2006 Dec,"Calves","Northern Territory",100
2007 Jan,"Calves","Northern Territory",100
2007 Feb,"Calves","Northern Territory",100
2007 Mar,"Calves","Northern Territory",100
2007 Apr,"Calves","Northern Territory",100
2007 May,"Calves","Northern Territory",100
2007 Jun,"Calves","Northern Territory",100
2007 Jul,"Calves","Northern Territory",0
2007 Aug,"Calves","Northern Territory",0
2007 Sep,"Calves","Northern Territory",0
2007 Oct,"Calves","Northern Territory",0
2007 Nov,"Calves","Northern Territory",0
2007 Dec,"Calves","Northern Territory",0
2008 Jan,"Calves","Northern Territory",0
2008 Feb,"Calves","Northern Territory",0
2008 Mar,"Calves","Northern Territory",0
2008 Apr,"Calves","Northern Territory",0
2008 May,"Calves","Northern Territory",0
2008 Jun,"Calves","Northern Territory",0
2008 Jul,"Calves","Northern Territory",0
2008 Aug,"Calves","Northern Territory",0
2008 Sep,"Calves","Northern Territory",0
2008 Oct,"Calves","Northern Territory",0
2008 Nov,"Calves","Northern Territory",0
2008 Dec,"Calves","Northern Territory",0
2009 Jan,"Calves","Northern Territory",0
2009 Feb,"Calves","Northern Territory",0
2009 Mar,"Calves","Northern Territory",0
2009 Apr,"Calves","Northern Territory",0
2009 May,"Calves","Northern Territory",0
2009 Jun,"Calves","Northern Territory",0
2009 Jul,"Calves","Northern Territory",0
2009 Aug,"Calves","Northern Territory",0
2009 Sep,"Calves","Northern Territory",0
2009 Oct,"Calves","Northern Territory",0
2009 Nov,"Calves","Northern Territory",0
2009 Dec,"Calves","Northern Territory",0
2010 Jan,"Calves","Northern Territory",0
2010 Feb,"Calves","Northern Territory",0
2010 Mar,"Calves","Northern Territory",0
2010 Apr,"Calves","Northern Territory",0
2010 May,"Calves","Northern Territory",0
2010 Jun,"Calves","Northern Territory",0
2010 Jul,"Calves","Northern Territory",0
2010 Aug,"Calves","Northern Territory",0
2010 Sep,"Calves","Northern Territory",0
2010 Oct,"Calves","Northern Territory",0
2010 Nov,"Calves","Northern Territory",0
2010 Dec,"Calves","Northern Territory",0
2011 Jan,"Calves","Northern Territory",0
2011 Feb,"Calves","Northern Territory",0
2011 Mar,"Calves","Northern Territory",0
2011 Apr,"Calves","Northern Territory",0
2011 May,"Calves","Northern Territory",0
2011 Jun,"Calves","Northern Territory",0
2011 Jul,"Calves","Northern Territory",0
2011 Aug,"Calves","Northern Territory",0
2011 Sep,"Calves","Northern Territory",0
2011 Oct,"Calves","Northern Territory",0
2011 Nov,"Calves","Northern Territory",0
2011 Dec,"Calves","Northern Territory",0
2012 Jan,"Calves","Northern Territory",0
2012 Feb,"Calves","Northern Territory",0
2012 Mar,"Calves","Northern Territory",0
2012 Apr,"Calves","Northern Territory",0
2012 May,"Calves","Northern Territory",0
